122;11:55;11:55;42;11:56;11:56;119;11:57;11:57;11;11:59;11:59;91;12:00;12:00;8;12:01;12:01;21;12:02;12:02;90;12:03;12:03;93;12:05;12:05;109;12:06;12:06;82;12:07;12:07;105;12:08;12:08;51;12:10;12:10;77;12:11;12:11;112;12:12;12:12;54;12:13;12:13;108;12:14;12:14;66;12:16;12:16;78;12:17;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;11:56;11:56;12;11:58;11:58;59;12:00;12:00;106;12:01;12:01;69;12:02;12:02;108;12:05;12:05;112;12:07;12:07;77;12:08;12:08;51;12:09;12:09;105;12:10;12:10;82;12:11;12:11;109;12:12;12:12;70;12:13;12:13;93;12:14;12:14;24;12:15;12:15;46;12:16;12:16;21;12:18;12:18;8;12:19;12:19;91;12:20;12:20;11;12:21;12:21;121;12:23;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;12:06;12:06;73;12:07;12:07;71;12:08;12:08;3;12:10;12:10;74;12:11;12:11;121;12:13;12:13;11;12:14;12:14;91;12:15;12:15;8;12:16;12:16;21;12:17;12:17;90;12:18;12:18;93;12:20;12:20;109;12:21;12:21;82;12:22;12:22;105;12:23;12:23;51;12:25;12:25;77;12:26;12:26;112;12:27;12:27;54;12:28;12:28;108;12:29;12:29;66;12:31;12:31;78;12:32;-1;;;;;;;;;;;;;;;;;;;;;;;;
78;12:07;12:07;12;12:09;12:09;34;12:10;12:10;35;12:11;12:11;98;12:12;12:12;18;12:13;12:13;49;12:15;12:15;40;12:16;12:16;69;12:17;12:17;108;12:20;12:20;112;12:22;12:22;77;12:23;12:23;51;12:24;12:24;105;12:25;12:25;82;12:26;12:26;109;12:27;12:27;70;12:28;12:28;93;12:29;12:29;24;12:30;12:30;46;12:31;12:31;21;12:33;12:33;8;12:34;12:34;91;12:35;12:35;11;12:36;12:36;119;12:38;12:38;42;12:39;12:39;122;12:40;-1;;;;;;;;;
78;12:26;12:26;12;12:28;12:28;59;12:30;12:30;106;12:31;12:31;69;12:32;12:32;108;12:35;12:35;112;12:37;12:37;77;12:38;12:38;51;12:39;12:39;105;12:40;12:40;82;12:41;12:41;109;12:42;12:42;70;12:43;12:43;93;12:44;12:44;24;12:45;12:45;46;12:46;12:46;21;12:48;12:48;8;12:49;12:49;91;12:50;12:50;11;12:51;12:51;121;12:53;12:53;74;12:54;12:54;3;12:55;12:55;71;12:57;12:57;73;12:58;12:58;72;12:59;-1;;;;;;;;;;;;
121;12:28;12:28;11;12:29;12:29;91;12:30;12:30;8;12:31;12:31;21;12:32;12:32;90;12:33;12:33;93;12:35;12:35;109;12:36;12:36;82;12:37;12:37;105;12:38;12:38;51;12:40;12:40;77;12:41;12:41;112;12:42;12:42;54;12:43;12:43;108;12:44;12:44;66;12:46;12:46;78;12:47;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;12:37;12:37;12;12:39;12:39;34;12:40;12:40;35;12:41;12:41;98;12:42;12:42;18;12:43;12:43;49;12:45;12:45;40;12:46;12:46;69;12:47;12:47;108;12:50;12:50;112;12:52;12:52;77;12:53;12:53;51;12:54;12:54;105;12:55;12:55;82;12:56;12:56;109;12:57;12:57;70;12:58;12:58;93;12:59;12:59;24;13:00;13:00;46;13:01;13:01;21;13:03;13:03;8;13:04;13:04;91;13:05;13:05;11;13:06;13:06;121;13:08;-1;;;;;;;;;;;;;;;
121;12:43;12:43;11;12:44;12:44;91;12:45;12:45;8;12:46;12:46;21;12:47;12:47;90;12:48;12:48;93;12:50;12:50;109;12:51;12:51;82;12:52;12:52;105;12:53;12:53;51;12:55;12:55;77;12:56;12:56;112;12:57;12:57;54;12:58;12:58;108;12:59;12:59;66;13:01;13:01;78;13:02;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;12:55;12:55;42;12:56;12:56;119;12:57;12:57;11;12:59;12:59;91;13:00;13:00;8;13:01;13:01;21;13:02;13:02;90;13:03;13:03;93;13:05;13:05;109;13:06;13:06;82;13:07;13:07;105;13:08;13:08;51;13:10;13:10;77;13:11;13:11;112;13:12;13:12;54;13:13;13:13;108;13:14;13:14;66;13:16;13:16;78;13:17;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;12:56;12:56;12;12:58;12:58;59;13:00;13:00;106;13:01;13:01;69;13:02;13:02;108;13:05;13:05;112;13:07;13:07;77;13:08;13:08;51;13:09;13:09;105;13:10;13:10;82;13:11;13:11;109;13:12;13:12;70;13:13;13:13;93;13:14;13:14;24;13:15;13:15;46;13:16;13:16;21;13:18;13:18;8;13:19;13:19;91;13:20;13:20;11;13:21;13:21;121;13:23;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;13:06;13:06;73;13:07;13:07;71;13:08;13:08;3;13:10;13:10;74;13:11;13:11;121;13:13;13:13;11;13:14;13:14;91;13:15;13:15;8;13:16;13:16;21;13:17;13:17;90;13:18;13:18;93;13:20;13:20;109;13:21;13:21;82;13:22;13:22;105;13:23;13:23;51;13:25;13:25;77;13:26;13:26;112;13:27;13:27;54;13:28;13:28;108;13:29;13:29;66;13:31;13:31;78;13:32;-1;;;;;;;;;;;;;;;;;;;;;;;;
78;13:07;13:07;12;13:09;13:09;34;13:10;13:10;35;13:11;13:11;98;13:12;13:12;18;13:13;13:13;49;13:15;13:15;40;13:16;13:16;69;13:17;13:17;108;13:20;13:20;112;13:22;13:22;77;13:23;13:23;51;13:24;13:24;105;13:25;13:25;82;13:26;13:26;109;13:27;13:27;70;13:28;13:28;93;13:29;13:29;24;13:30;13:30;46;13:31;13:31;21;13:33;13:33;8;13:34;13:34;91;13:35;13:35;11;13:36;13:36;119;13:38;13:38;42;13:39;13:39;122;13:40;-1;;;;;;;;;
78;13:26;13:26;12;13:28;13:28;59;13:30;13:30;106;13:31;13:31;69;13:32;13:32;108;13:35;13:35;112;13:37;13:37;77;13:38;13:38;51;13:39;13:39;105;13:40;13:40;82;13:41;13:41;109;13:42;13:42;70;13:43;13:43;93;13:44;13:44;24;13:45;13:45;46;13:46;13:46;21;13:48;13:48;8;13:49;13:49;91;13:50;13:50;11;13:51;13:51;121;13:53;13:53;74;13:54;13:54;3;13:55;13:55;71;13:57;13:57;73;13:58;13:58;72;13:59;-1;;;;;;;;;;;;
121;13:28;13:28;11;13:29;13:29;91;13:30;13:30;8;13:31;13:31;21;13:32;13:32;90;13:33;13:33;93;13:35;13:35;109;13:36;13:36;82;13:37;13:37;105;13:38;13:38;51;13:40;13:40;77;13:41;13:41;112;13:42;13:42;54;13:43;13:43;108;13:44;13:44;66;13:46;13:46;78;13:47;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
