113;09:12;09:12;53;09:16;09:16;19;09:17;09:17;58;09:18;09:18;16;09:20;09:20;17;09:21;09:21;8;09:22;-1;;;;;;;;;;;;;;;;;;;;;
8;09:31;09:31;62;09:32;09:32;55;09:34;09:34;58;09:35;09:35;53;09:37;09:37;50;09:38;09:38;113;09:42;-1;;;;;;;;;;;;;;;;;;;;;
113;09:42;09:42;53;09:46;09:46;19;09:47;09:47;58;09:48;09:48;16;09:50;09:50;17;09:51;09:51;8;09:52;-1;;;;;;;;;;;;;;;;;;;;;
8;10:01;10:01;62;10:02;10:02;55;10:04;10:04;58;10:05;10:05;53;10:07;10:07;50;10:08;10:08;113;10:12;-1;;;;;;;;;;;;;;;;;;;;;
113;10:12;10:12;53;10:16;10:16;19;10:17;10:17;58;10:18;10:18;16;10:20;10:20;17;10:21;10:21;8;10:22;-1;;;;;;;;;;;;;;;;;;;;;
8;10:31;10:31;62;10:32;10:32;55;10:34;10:34;58;10:35;10:35;53;10:37;10:37;50;10:38;10:38;113;10:42;-1;;;;;;;;;;;;;;;;;;;;;
113;10:42;10:42;53;10:46;10:46;19;10:47;10:47;58;10:48;10:48;16;10:50;10:50;17;10:51;10:51;8;10:52;-1;;;;;;;;;;;;;;;;;;;;;
8;11:01;11:01;62;11:02;11:02;55;11:04;11:04;58;11:05;11:05;53;11:07;11:07;50;11:08;11:08;113;11:12;-1;;;;;;;;;;;;;;;;;;;;;
113;11:12;11:12;53;11:16;11:16;19;11:17;11:17;58;11:18;11:18;16;11:20;11:20;17;11:21;11:21;8;11:22;-1;;;;;;;;;;;;;;;;;;;;;
8;11:31;11:31;62;11:32;11:32;55;11:34;11:34;58;11:35;11:35;53;11:37;11:37;50;11:38;11:38;113;11:42;-1;;;;;;;;;;;;;;;;;;;;;
113;11:42;11:42;53;11:46;11:46;19;11:47;11:47;58;11:48;11:48;16;11:50;11:50;17;11:51;11:51;8;11:52;-1;;;;;;;;;;;;;;;;;;;;;
8;12:01;12:01;62;12:02;12:02;55;12:04;12:04;58;12:05;12:05;53;12:07;12:07;50;12:08;12:08;113;12:12;-1;;;;;;;;;;;;;;;;;;;;;
113;12:12;12:12;53;12:16;12:16;19;12:17;12:17;58;12:18;12:18;16;12:20;12:20;17;12:21;12:21;8;12:22;-1;;;;;;;;;;;;;;;;;;;;;
8;12:31;12:31;62;12:32;12:32;55;12:34;12:34;58;12:35;12:35;53;12:37;12:37;50;12:38;12:38;113;12:42;-1;;;;;;;;;;;;;;;;;;;;;
113;12:42;12:42;53;12:46;12:46;19;12:47;12:47;58;12:48;12:48;16;12:50;12:50;17;12:51;12:51;8;12:52;-1;;;;;;;;;;;;;;;;;;;;;
8;13:01;13:01;62;13:02;13:02;55;13:04;13:04;58;13:05;13:05;53;13:07;13:07;50;13:08;13:08;113;13:12;-1;;;;;;;;;;;;;;;;;;;;;
113;13:12;13:12;53;13:16;13:16;19;13:17;13:17;58;13:18;13:18;16;13:20;13:20;17;13:21;13:21;8;13:22;-1;;;;;;;;;;;;;;;;;;;;;
8;13:31;13:31;62;13:32;13:32;55;13:34;13:34;58;13:35;13:35;53;13:37;13:37;50;13:38;13:38;113;13:42;-1;;;;;;;;;;;;;;;;;;;;;
113;13:42;13:42;53;13:46;13:46;19;13:47;13:47;58;13:48;13:48;16;13:50;13:50;17;13:51;13:51;8;13:52;-1;;;;;;;;;;;;;;;;;;;;;
8;14:01;14:01;62;14:02;14:02;55;14:04;14:04;58;14:05;14:05;53;14:07;14:07;50;14:08;14:08;113;14:12;-1;;;;;;;;;;;;;;;;;;;;;
113;14:12;14:12;53;14:16;14:16;19;14:17;14:17;58;14:18;14:18;16;14:20;14:20;17;14:21;14:21;8;14:22;-1;;;;;;;;;;;;;;;;;;;;;
8;14:31;14:31;62;14:32;14:32;55;14:34;14:34;58;14:35;14:35;53;14:37;14:37;50;14:38;14:38;113;14:42;-1;;;;;;;;;;;;;;;;;;;;;
113;14:42;14:42;53;14:46;14:46;19;14:47;14:47;58;14:48;14:48;16;14:50;14:50;17;14:51;14:51;8;14:52;-1;;;;;;;;;;;;;;;;;;;;;
8;15:01;15:01;62;15:02;15:02;55;15:04;15:04;58;15:05;15:05;53;15:07;15:07;50;15:08;15:08;113;15:12;-1;;;;;;;;;;;;;;;;;;;;;
113;15:12;15:12;53;15:16;15:16;19;15:17;15:17;58;15:18;15:18;16;15:20;15:20;17;15:21;15:21;8;15:22;-1;;;;;;;;;;;;;;;;;;;;;
8;15:31;15:31;62;15:32;15:32;55;15:34;15:34;58;15:35;15:35;53;15:37;15:37;50;15:38;15:38;113;15:42;-1;;;;;;;;;;;;;;;;;;;;;
113;15:42;15:42;53;15:46;15:46;19;15:47;15:47;58;15:48;15:48;16;15:50;15:50;17;15:51;15:51;8;15:52;-1;;;;;;;;;;;;;;;;;;;;;
8;16:01;16:01;62;16:02;16:02;55;16:04;16:04;58;16:05;16:05;53;16:07;16:07;50;16:08;16:08;113;16:12;-1;;;;;;;;;;;;;;;;;;;;;
113;16:12;16:12;53;16:16;16:16;19;16:17;16:17;58;16:18;16:18;16;16:20;16:20;17;16:21;16:21;8;16:22;-1;;;;;;;;;;;;;;;;;;;;;
8;16:31;16:31;62;16:32;16:32;55;16:34;16:34;58;16:35;16:35;53;16:37;16:37;50;16:38;16:38;113;16:42;-1;;;;;;;;;;;;;;;;;;;;;
113;16:42;16:42;53;16:46;16:46;19;16:47;16:47;58;16:48;16:48;16;16:50;16:50;17;16:51;16:51;8;16:52;-1;;;;;;;;;;;;;;;;;;;;;
8;17:01;17:01;62;17:02;17:02;55;17:04;17:04;58;17:05;17:05;53;17:07;17:07;50;17:08;17:08;113;17:12;-1;;;;;;;;;;;;;;;;;;;;;
113;17:12;17:12;53;17:16;17:16;19;17:17;17:17;58;17:18;17:18;16;17:20;17:20;17;17:21;17:21;8;17:22;-1;;;;;;;;;;;;;;;;;;;;;
8;17:31;17:31;62;17:32;17:32;55;17:34;17:34;58;17:35;17:35;53;17:37;17:37;50;17:38;17:38;113;17:42;-1;;;;;;;;;;;;;;;;;;;;;
113;17:42;17:42;53;17:46;17:46;19;17:47;17:47;58;17:48;17:48;16;17:50;17:50;17;17:51;17:51;8;17:52;-1;;;;;;;;;;;;;;;;;;;;;
8;18:01;18:01;62;18:02;18:02;55;18:04;18:04;58;18:05;18:05;53;18:07;18:07;50;18:08;18:08;113;18:12;-1;;;;;;;;;;;;;;;;;;;;;
113;18:12;18:12;53;18:16;18:16;19;18:17;18:17;58;18:18;18:18;16;18:20;18:20;17;18:21;18:21;8;18:22;-1;;;;;;;;;;;;;;;;;;;;;
8;18:31;18:31;62;18:32;18:32;55;18:34;18:34;58;18:35;18:35;53;18:37;18:37;50;18:38;18:38;113;18:42;-1;;;;;;;;;;;;;;;;;;;;;
113;18:42;18:42;53;18:46;18:46;19;18:47;18:47;58;18:48;18:48;16;18:50;18:50;17;18:51;18:51;8;18:52;-1;;;;;;;;;;;;;;;;;;;;;
8;19:01;19:01;62;19:02;19:02;55;19:04;19:04;58;19:05;19:05;53;19:07;19:07;50;19:08;19:08;113;19:12;-1;;;;;;;;;;;;;;;;;;;;;
113;19:12;19:12;53;19:16;19:16;19;19:17;19:17;58;19:18;19:18;16;19:20;19:20;17;19:21;19:21;8;19:22;-1;;;;;;;;;;;;;;;;;;;;;
8;19:31;19:31;62;19:32;19:32;55;19:34;19:34;58;19:35;19:35;53;19:37;19:37;50;19:38;19:38;113;19:42;-1;;;;;;;;;;;;;;;;;;;;;
113;19:42;19:42;53;19:46;19:46;19;19:47;19:47;58;19:48;19:48;16;19:50;19:50;17;19:51;19:51;8;19:52;-1;;;;;;;;;;;;;;;;;;;;;
8;20:01;20:01;62;20:02;20:02;55;20:04;20:04;58;20:05;20:05;53;20:07;20:07;50;20:08;20:08;113;20:12;-1;;;;;;;;;;;;;;;;;;;;;
113;20:12;20:12;53;20:16;20:16;19;20:17;20:17;58;20:18;20:18;16;20:20;20:20;17;20:21;20:21;8;20:22;-1;;;;;;;;;;;;;;;;;;;;;
