6;15:03;15:03;66;15:04;15:04;107;15:06;15:06;123;15:08;15:08;2;15:09;15:09;94;15:10;15:10;111;15:11;15:11;102;15:13;15:13;103;15:14;15:14;60;15:15;15:15;113;15:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;15:13;15:13;60;15:15;15:15;103;15:16;15:16;102;15:17;15:17;111;15:19;15:19;95;15:20;15:20;2;15:21;15:21;123;15:23;15:23;107;15:25;15:25;97;15:27;15:27;23;15:28;15:28;96;15:30;15:30;12;15:31;15:31;6;15:33;-1;;;;;;;;;;;;;;;
6;15:18;15:18;66;15:19;15:19;107;15:21;15:21;123;15:23;15:23;45;15:25;15:25;68;15:26;15:26;60;15:27;15:27;113;15:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;15:27;15:27;60;15:29;15:29;68;15:30;15:30;45;15:31;15:31;123;15:33;15:33;107;15:35;15:35;97;15:37;15:37;40;15:38;15:38;49;15:39;15:39;18;15:41;15:41;98;15:42;15:42;35;15:43;15:43;34;15:44;15:44;96;15:45;15:45;12;15:46;15:46;6;15:48;-1;;;;;;;;;
6;15:33;15:33;66;15:34;15:34;107;15:36;15:36;123;15:38;15:38;2;15:39;15:39;94;15:40;15:40;111;15:41;15:41;102;15:43;15:43;103;15:44;15:44;60;15:45;15:45;113;15:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;15:43;15:43;60;15:45;15:45;103;15:46;15:46;102;15:47;15:47;111;15:49;15:49;95;15:50;15:50;2;15:51;15:51;123;15:53;15:53;107;15:55;15:55;97;15:57;15:57;23;15:58;15:58;96;16:00;16:00;12;16:01;16:01;6;16:03;-1;;;;;;;;;;;;;;;
6;15:48;15:48;66;15:49;15:49;107;15:51;15:51;123;15:53;15:53;45;15:55;15:55;68;15:56;15:56;60;15:57;15:57;113;16:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;15:57;15:57;60;15:59;15:59;68;16:00;16:00;45;16:01;16:01;123;16:03;16:03;107;16:05;16:05;97;16:07;16:07;40;16:08;16:08;49;16:09;16:09;18;16:11;16:11;98;16:12;16:12;35;16:13;16:13;34;16:14;16:14;96;16:15;16:15;12;16:16;16:16;6;16:18;-1;;;;;;;;;
6;16:03;16:03;66;16:04;16:04;107;16:06;16:06;123;16:08;16:08;2;16:09;16:09;94;16:10;16:10;111;16:11;16:11;102;16:13;16:13;103;16:14;16:14;60;16:15;16:15;113;16:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;16:13;16:13;60;16:15;16:15;103;16:16;16:16;102;16:17;16:17;111;16:19;16:19;95;16:20;16:20;2;16:21;16:21;123;16:23;16:23;107;16:25;16:25;97;16:27;16:27;23;16:28;16:28;96;16:30;16:30;12;16:31;16:31;6;16:33;-1;;;;;;;;;;;;;;;
